peak_id,SRR5800657,SRR5800660
peak1660,142,197
peak1661,30,6
peak1662,154,280
peak1663,76,41
peak1664,231,162
peak1665,117,92
peak1666,162,316
peak1667,15,72
peak1668,61,81
peak1669,81,104
peak1670,66,58
peak1671,27,46
peak1672,4,28
peak1673,16,4
peak1674,115,84
peak1675,110,249
peak1676,139,254
peak1677,59,133
peak1678,105,103
peak1679,109,173
peak1680,79,20
peak1681,30,46
peak1682,17,94
peak1683,112,158
peak1684,169,309
peak1685,32,63
peak1686,29,30
peak1687,106,168
peak1688,113,305
peak1689,106,104
peak1690,76,26
peak1691,161,211
peak1692,268,250
peak1693,321,264
peak1694,101,170
peak1695,42,112
peak1696,123,128
peak1697,108,74
peak1698,139,235
peak1699,65,34
peak1700,268,391
peak1701,53,181
peak1702,14,37
peak1703,142,149
peak1704,58,39
peak1705,82,84
peak1706,120,167
peak1707,40,47
peak1708,2,34
peak1709,6,93
peak1710,16,95
peak1711,24,25
peak1712,0,16
peak1713,4,19
peak1714,147,142
peak1715,215,236
peak1716,104,45
peak1717,299,295
peak1718,54,72
peak1719,15,6
peak1720,161,147
peak1721,300,411
peak1722,55,18
peak1723,37,113
peak1724,34,52
peak1725,92,181
peak1726,58,76
peak1727,149,106
peak1728,7,4
peak1729,8,33
peak1730,140,160
peak1731,56,40
peak1732,21,11
peak1733,219,188
peak1734,163,272
peak1735,111,150
peak1736,35,35
peak1737,286,208
peak1738,105,101
peak1739,152,334
peak1740,143,111
peak1741,255,179
peak1742,420,229
peak1743,136,176
peak1744,151,250
peak1745,73,70
peak1746,56,42
peak1747,295,322
peak1748,127,171
peak1749,18,16
peak1750,66,77
peak1751,48,220
peak1752,5,44
peak1753,10,29
peak1754,44,36
peak1755,35,28
peak1756,50,79
peak1757,22,63
peak1758,5,19
peak1759,23,50
peak1760,28,69
peak1761,16,8
peak1762,30,58
peak1763,44,48
peak1764,56,47
peak1765,73,172
peak1766,42,122
peak1767,109,102
peak1768,104,77
peak1769,137,146
peak1770,15,50
peak1771,47,91
peak1772,125,127
peak1773,71,107
peak1774,29,84
peak1775,46,75
peak1776,22,11
peak1777,26,12
peak1778,67,71
peak1779,32,73
peak1780,18,25
peak1781,84,73
peak1782,35,52
peak1783,65,160
peak1784,67,98
peak1785,97,54
peak1786,120,156
peak1787,82,32
peak1788,24,59
peak1789,13,40
peak1790,29,23
peak1791,55,95
peak1792,133,175
peak1793,13,42
peak1794,29,10
peak1795,101,170
peak1796,34,48
peak1797,18,10
peak1798,94,98
peak1799,145,157
peak1800,20,17
peak1801,34,12
peak1802,70,115
peak1803,137,133
peak1804,62,54
peak1805,141,192
peak1806,108,172
peak1807,131,178
peak1808,176,207
peak1809,87,73
peak1810,248,91
peak1811,40,9
peak1812,2,22
peak1813,21,45
peak1814,2,16
peak1815,51,50
peak1816,89,79
peak1817,25,51
peak1818,87,142
peak1819,25,70
peak1820,104,97
peak1821,5,18
peak1822,21,30
peak1823,52,40
peak1824,33,46
peak1825,11,81
peak1826,8,11
peak1827,10,5
peak1828,0,11
peak1829,0,13
peak1830,64,22
peak1831,99,186
peak1832,49,101
peak1833,24,69
peak1834,35,50
peak1835,12,6
peak1836,66,99
peak1837,24,14
peak1838,93,101
peak1839,155,114
peak1840,23,9
peak1841,0,28
peak1842,14,10
peak1843,10,39
peak1844,28,30
peak1845,16,25
peak1846,32,20
peak1847,36,38
peak1848,12,4
peak1849,115,83
peak1850,86,65
peak1851,58,51
peak1852,123,243
peak1853,2,26
peak1854,26,12
peak1855,43,98
peak1856,14,19
peak1857,20,49
peak1858,74,71
peak1859,35,94
peak1860,70,77
peak1861,161,133
peak1862,166332,108232
peak1863,116,154
peak1864,20,43
peak1865,52,89
peak1866,119,82
peak1867,106,134
peak1868,77,104
peak1869,69,52
peak1870,27,22
peak1871,57,33
peak1872,38,116
peak1873,115,164
peak1874,8,5
peak1875,73,69
peak1876,28,8
peak1877,30,29
peak1878,163,185
peak1879,28,36
peak1880,8,29
peak1881,80,37
peak1882,15,30
peak1883,40,59
peak1884,22,13
peak1885,62,120
peak1886,27,36
peak1887,19,3
peak1888,14,20
peak1889,112,107
peak1890,74,35
peak1891,30,16
peak1892,183,107
peak1893,3,113
peak1894,116,163
peak1895,44,63
peak1896,24,56
peak1897,126,121
peak1898,88,94
peak1899,74,124
peak1900,160,125
peak1901,52,65
peak1902,46,54
peak1903,8,30
peak1904,37,160
peak1905,18,17
peak1906,66,140
peak1907,2,20
peak1908,3,12
peak1909,58,167
peak1910,11,4
peak1911,13,33
peak1912,0,12
peak1913,51,173
peak1914,4,35
peak1915,14,50
peak1916,6,82
peak1917,47,42
peak1918,50,42
peak1919,218,245
peak1920,344,363
peak1921,72,173
peak1922,41,26
peak1923,148,212
peak1924,45,113
peak1925,22,68
peak1926,93,158
peak1927,259,206
peak1928,143,161
peak1929,98,236
peak1930,182,240
peak1931,168,272
peak1932,98,108
peak1933,248,319
peak1934,46,95
peak1935,106,122
peak1936,532,714
peak1937,41,46
peak1938,70,92
peak1939,137,325
peak1940,163,285
peak1941,144,138
peak1942,35,25
peak1943,19,26
peak1944,246,377
peak1945,105,112
peak1946,201,264
peak1947,206,295
peak1948,167,258
peak1949,5,32
peak1950,95,184
peak1951,72,96
peak1952,184,378
peak1953,185,214
peak1954,78,138
peak1955,9,46
peak1956,148,118
peak1957,87,22
peak1958,159,92
peak1959,61,56
peak1960,21,38
peak1961,150,189
peak1962,77,167
peak1963,9,42
peak1964,27,60
peak1965,24,32
peak1966,10,52
peak1967,117,209
peak1968,8,38
peak1969,34,3
peak1970,5,42
peak1971,36,116
peak1972,5,36
peak1973,327,417
peak1974,3,16
peak1975,24,20
peak1976,12,52
peak1977,9,8
peak1978,31,89
peak1979,29,13
peak1980,0,43
peak1981,73,116
peak1982,41,48
peak1983,61,17
peak1984,63,97
peak1985,9,28
peak1986,4,94
peak1987,23,15
peak1988,99,177
peak1989,107,186
peak1990,48,81
peak1991,62,96
peak1992,10,4
peak1993,7,2
peak1994,2,3
peak1995,1,4
peak1996,3,13
peak1997,6,2
peak1998,2,0
peak1999,12,12
peak2000,2,3
peak2001,4,0
peak2002,3,10
peak2003,2,2
peak2004,2,4
peak2005,0,5
peak2006,5,3
peak2007,4,8
peak2008,1,10
peak2009,3,2
peak2010,2,4
peak2011,2,7
peak2012,1,6
peak2013,1,5
peak2014,9,5
peak2015,3,12
peak2016,5,1
peak2017,5,11
peak2018,0,16
peak2019,8,2
peak2020,0,4
peak2021,0,10
peak2022,10,16
peak2023,3,1
peak2024,4,1
peak2025,2,3
peak2026,12,5
peak2027,2,1
peak2028,2,7
peak2029,7,1
peak2030,1,7
peak2031,4,14
peak2032,0,11
peak2033,1,6
peak2034,6,5
peak2035,3,1
peak2036,3,0
peak2037,3,11
peak2038,4,4
peak2039,3,7
peak2040,2,4
peak2041,4,2
peak2042,2,6
peak2043,4,2
peak2044,7,8
peak2045,1,2
peak2046,4,1
peak2047,6,6
peak2048,0,11
peak2049,0,7
peak2050,2,2
peak2051,4,2
peak2052,1,5
peak2053,4,2
peak2054,0,6
peak2055,6,3
peak2056,8,0
peak2057,16,15
peak2058,2,5
peak2059,1,3
peak2060,3,3
peak2061,4,2
peak2062,6,5
peak2063,9,2
peak2064,2,3
peak2065,3,2
peak2066,4,6
peak2067,4,2
peak2068,4,1
peak2069,4,17
peak2070,5,8
peak2071,2,10
peak2072,1,4
peak2073,4,7
peak2074,3,0
peak2075,1,0
peak2076,8,18
peak2077,0,1
peak2078,3,2
peak2079,6,3
peak2080,2,6
peak2081,2,1
peak2082,2,4
peak2083,7,2
peak2084,6,2
peak2085,1,4
peak2086,3,21
peak2087,0,7
peak2088,0,4
peak2089,3,8
peak2090,7,11
peak2091,3,7
peak2092,1,0
peak2093,5,4
peak2094,11,2
peak2095,2,11
peak2096,0,4
peak2097,4,9
peak2098,2,11
peak2099,12,9
peak2100,3,4
peak2101,4,1
peak2102,0,3
peak2103,2,1
peak2104,2,8
peak2105,7,6
peak2106,5,5
peak2107,1,1
peak2108,8,4
peak2109,4,1
peak2110,4,5
peak2111,5,2
peak2112,1,0
peak2113,2,11
peak2114,2,1
peak2115,0,7
peak2116,2,1
peak2117,2,2
peak2118,0,2
peak2119,4,0
peak2120,3,15
peak2121,8,7
peak2122,2,1
peak2123,1,1
peak2124,1,3
peak2125,3,9
peak2126,2,7
peak2127,6,5
peak2128,7,5
peak2129,6,5
peak2130,7,7
peak2131,3,3
peak2132,11,18
peak2133,2,5
peak2134,0,14
peak2135,0,3
peak2136,7,4
peak2137,4,12
peak2138,9,13
peak2139,2,13
peak2140,7,9
peak2141,1,3
peak2142,5,10
peak2143,7,8
peak2144,2,1
peak2145,3,2
peak2146,0,6
peak2147,6,1
peak2148,2,4
peak2149,0,3
peak2150,3,10
peak2151,2,0
peak2152,4,1
peak2153,2,9
peak2154,5,10
peak2155,1,3
peak2156,1,0
peak2157,0,1
peak2158,4,3
peak2159,3,1
peak2160,3,3
peak2161,4,9
peak2162,8,10
peak2163,1,12
peak2164,3,0
peak2165,2,0
peak2166,3,6
peak2167,1,1
peak2168,3,4
peak2169,3,14
peak2170,6,22
peak2171,4,2
peak2172,0,3
peak2173,0,4
peak2174,2,1
peak2175,7,7
peak2176,0,6
peak2177,1,5
peak2178,9,15
peak2179,2,2
peak2180,1,1
peak2181,4,3
peak2182,3,14
peak2183,1,14
peak2184,2,11
peak2185,2,3
peak2186,1,12
peak2187,2,13
peak2188,1,8
peak2189,2,12
peak2190,1,5
peak2191,1,12
peak2192,3,3
peak2193,3,6
peak2194,2,6
peak2195,2,5
peak2196,2,8
peak2197,4,8
peak2198,2,1
peak2199,0,4
peak2200,6,9
peak2201,6,27
peak2202,0,4
peak2203,2,4
peak2204,1,8
peak2205,2,9
peak2206,2,6
peak2207,2,4
peak2208,5,6
peak2209,10,7
peak2210,8,0
peak2211,1,3
peak2212,10,8
peak2213,0,6
peak2214,10,19
peak2215,3,2
peak2216,5,11
peak2217,3,6
peak2218,3,6
peak2219,1,5
peak2220,3,11
peak2221,6,2
peak2222,3,1
peak2223,4,6
peak2224,0,5
peak2225,6,20
peak2226,2,6
peak2227,4,1
peak2228,1,4
peak2229,7,5
peak2230,5,2
peak2231,9,19
peak2232,9,15
peak2233,30,74
peak2234,50,87
peak2235,36,47
peak2236,30,116
peak2237,16,42
peak2238,97,166
peak2239,96,223
peak2240,189,344
peak2241,46,85
peak2242,71,138
peak2243,23,4
peak2244,68,88
peak2245,106,209
peak2246,57,53
peak2247,206,517
peak2248,60,196
peak2249,38,47
peak2250,52,78
peak2251,148,211
peak2252,49,107
peak2253,87,84
peak2254,56,76
peak2255,144,175
peak2256,106,231
peak2257,25,42
peak2258,36,26
peak2259,46,114
peak2260,153,289
peak2261,180,193
peak2262,276,234
peak2263,180,377
peak2264,86,179
peak2265,85,81
peak2266,122,206
peak2267,45,55
peak2268,33,92
peak2269,183,278
peak2270,15,85
peak2271,250,387
peak2272,124,166
peak2273,63,130
peak2274,58,152
peak2275,17,4
peak2276,7,30
peak2277,70,63
peak2278,26,87
peak2279,36,74
peak2280,58,105
peak2281,26,8
peak2282,151,204
peak2283,91,183
peak2284,211,118
peak2285,198,275
peak2286,190,172
peak2287,112,187
peak2288,63,91
peak2289,66,33
peak2290,34,25
peak2291,88,85
peak2292,18,27
peak2293,17,65
peak2294,130,136
peak2295,29,77
peak2296,192,270
peak2297,75,118
peak2298,88,120
peak2299,130,160
peak2300,226,165
peak2301,53,3
peak2302,38,31
peak2303,14,22
peak2304,22,203
peak2305,33,87
peak2306,143,214
peak2307,56,133
peak2308,51,63
peak2309,62,65
peak2310,182,217
peak2311,39,132
peak2312,71,83
peak2313,28,56
peak2314,99,155
peak2315,197,304
peak2316,209,339
peak2317,53,115
peak2318,44,44
peak2319,202,116
peak2320,52,112
peak2321,44,66
peak2322,25,71
peak2323,10,21
peak2324,7,24
peak2325,79,34
peak2326,35,62
peak2327,55,192
peak2328,90,142
peak2329,256,306
peak2330,85,128
peak2331,36,90
peak2332,85,81
peak2333,49,54
peak2334,71,125
peak2335,49,78
peak2336,242,254
peak2337,151,149
peak2338,49,125
peak2339,60,89
peak2340,31,49
peak2341,61,102
peak2342,38,20
peak2343,38,61
peak2344,78,114
peak2345,76,121
peak2346,155,226
peak2347,135,96
peak2348,37,12
peak2349,103,130
peak2350,129,137
peak2351,31,21
peak2352,37,31
peak2353,149,173
peak2354,42,86
peak2355,9,42
peak2356,116,146
peak2357,131,162
peak2358,76,74
peak2359,47,59
peak2360,241,344
peak2361,25,73
peak2362,2,16
peak2363,51,189
peak2364,62,41
peak2365,46,49
peak2366,40,81
peak2367,36,112
peak2368,41,87
peak2369,78,130
peak2370,98,83
peak2371,238,323
peak2372,29,51
peak2373,208,214
peak2374,27,93
peak2375,40,57
peak2376,25,40
peak2377,58,101
peak2378,70,138
peak2379,123,231
peak2380,116,216
peak2381,224,334
peak2382,28,31
peak2383,84,139
peak2384,52,63
peak2385,59,114
peak2386,96,45
peak2387,138,182
peak2388,12,44
peak2389,93,33
peak2390,81,103
peak2391,85,70
peak2392,36,18
peak2393,141,110
peak2394,243,363
peak2395,86,79
peak2396,171,237
peak2397,33,31
peak2398,108,220
peak2399,201,246
peak2400,288,416
peak2401,54,137
peak2402,47,66
peak2403,8,26
peak2404,88,142
peak2405,35,45
peak2406,121,71
peak2407,12,5
peak2408,77,84
peak2409,41,23
peak2410,258,308
peak2411,136,221
peak2412,71,124
peak2413,50,66
peak2414,47,98
peak2415,45,14
peak2416,49,33
peak2417,61,83
peak2418,56,63
peak2419,64,16
peak2420,130,200
peak2421,187,285
peak2422,124,87
peak2423,126,211
peak2424,74,68
peak2425,69,105
peak2426,50,52
peak2427,94,209
peak2428,19,14
peak2429,55,70
peak2430,51,67
peak2431,98,192
peak2432,58,113
peak2433,112,201
peak2434,12,6
peak2435,45,19
peak2436,69,121
peak2437,120,87
peak2438,43,166
peak2439,72,93
peak2440,100,194
peak2441,33,100
peak2442,60,93
peak2443,171,254
peak2444,28,49
peak2445,69,67
peak2446,53,66
peak2447,124,196
peak2448,162,98
peak2449,109,127
peak2450,129,163
peak2451,297,311
peak2452,27,25
peak2453,71,85
peak2454,52,39
peak2455,75,53
peak2456,18,30
peak2457,85,34
peak2458,50,64
peak2459,62,133
peak2460,198,389
peak2461,29,67
peak2462,36,94
peak2463,83,117
peak2464,28,21
peak2465,33,27
peak2466,28,24
peak2467,33,29
peak2468,76,135
peak2469,5,12
peak2470,65,94
peak2471,119,122
peak2472,43,46
peak2473,49,89
peak2474,53,55
peak2475,271,363
peak2476,204,226
peak2477,47,27
peak2478,122,85
peak2479,36,94
peak2480,117,97
peak2481,58,42
peak2482,318,326
peak2483,27,19
peak2484,260,392
peak2485,32,59
peak2486,55,78
peak2487,81,97
peak2488,309,402
peak2489,62,80
peak2490,18,44
peak2491,54,3
peak2492,69,62
peak2493,30,58
peak2494,49,68
peak2495,91,16
peak2496,19,5
peak2497,35,24
peak2498,271,447
peak2499,132,233
peak2500,41,73
peak2501,25,4
peak2502,44,40
peak2503,161,197
peak2504,62,72
peak2505,13,32
peak2506,50,43
peak2507,64,55
peak2508,135,248
peak2509,18,35
peak2510,69,96
peak2511,108,122
peak2512,257,422
peak2513,92,131
peak2514,15,1
peak2515,19,28
peak2516,24,9
peak2517,8,29
peak2518,2,21
peak2519,82,81
peak2520,82,132
peak2521,191,75
peak2522,86,74
peak2523,129,171
peak2524,31,46
peak2525,70,55
peak2526,16,10
peak2527,8,39
peak2528,70,52
peak2529,110,87
peak2530,84,101
peak2531,80,104
peak2532,216,227
peak2533,22,10
peak2534,66,83
peak2535,102,118
peak2536,71,209
peak2537,44,43
peak2538,43,132
peak2539,90,109
peak2540,163,152
peak2541,41,44
peak2542,186,299
peak2543,4,12
peak2544,37,69
peak2545,17,124
peak2546,135,98
peak2547,46,42
peak2548,187,308
peak2549,41,37
peak2550,179,253
peak2551,44,37
peak2552,76,148
peak2553,101,126
peak2554,22,24
peak2555,5,52
peak2556,8,32
peak2557,6,33
peak2558,93,129
peak2559,409,527
peak2560,54,92
peak2561,39,99
peak2562,132,203
peak2563,46,55
peak2564,22,7
peak2565,79,122
peak2566,10,3
peak2567,118,179
peak2568,21,4
peak2569,140,218
peak2570,44,15
peak2571,82,87
peak2572,34,32
peak2573,34,55
peak2574,98,55
peak2575,158,146
peak2576,30,16
peak2577,53,101
peak2578,38,42
peak2579,68,113
peak2580,16,35
peak2581,78,109
peak2582,16,9
peak2583,121,166
peak2584,61,45
peak2585,193,106
peak2586,20,40
peak2587,21,29
peak2588,13,28
peak2589,149,245
peak2590,17,19
peak2591,135,158
peak2592,8,43
peak2593,9,0
peak2594,5,15
peak2595,10,6
peak2596,8,17
peak2597,11,10
peak2598,2,15
peak2599,0,19
peak2600,12,2
peak2601,20,99
peak2602,29,107
peak2603,73,151
peak2604,14,33
peak2605,6,15
peak2606,2,30
peak2607,6,89
peak2608,53,55
peak2609,15,42
peak2610,104,226
peak2611,16,66
peak2612,83,147
peak2613,11,6
peak2614,0,30
peak2615,2,20
peak2616,131,105
peak2617,2,17
peak2618,80,150
peak2619,16,9
peak2620,2,35
peak2621,8,108
peak2622,32,148
peak2623,4,37
peak2624,34,132
peak2625,11,25
peak2626,4,18
peak2627,3,22
peak2628,110,199
peak2629,27,68
peak2630,21,75
peak2631,3,11
peak2632,0,19
peak2633,3,25
peak2634,14,16
peak2635,0,20
peak2636,6,37
peak2637,34,57
peak2638,2,65
peak2639,33,58
peak2640,6,30
peak2641,28,110
peak2642,8,2
peak2643,18,40
peak2644,69,86
peak2645,3,14
peak2646,95,77
peak2647,10,92
peak2648,57,142
peak2649,41,109
peak2650,9,23
peak2651,25,84
peak2652,263,268
peak2653,193,178
peak2654,70,74
peak2655,129,107
peak2656,197,238
peak2657,25,10
peak2658,65,12
peak2659,116,84
peak2660,31,68
peak2661,17,67
peak2662,31,25
peak2663,98,103
peak2664,46,11
peak2665,36,14
peak2666,3,28
peak2667,16,30
peak2668,5,17
peak2669,31,19
peak2670,35,71
peak2671,4,25
peak2672,5,19
peak2673,60,120
peak2674,41,24
peak2675,58,127
peak2676,29,5
peak2677,262,235
peak2678,9,34
peak2679,32,44
peak2680,1,21
peak2681,1,12
peak2682,2,12
peak2683,24,67
peak2684,31,76
peak2685,89,32
peak2686,23,40
peak2687,62,136
peak2688,105,222
peak2689,14,4
peak2690,3,21
peak2691,17,10
peak2692,5,23
peak2693,38,97
peak2694,3,3
peak2695,22,12
peak2696,3,13
peak2697,64,84
peak2698,54,46
peak2699,35,55
peak2700,9,116
peak2701,20,64
peak2702,27,246
peak2703,0,26
peak2704,40,24
peak2705,5,17
peak2706,14,47
peak2707,3,15
peak2708,21,88
peak2709,7,31
peak2710,15,10
peak2711,1,22
peak2712,6,3
peak2713,46,122
peak2714,445,703
peak2715,176,224
peak2716,303,1091
peak2717,30,24
peak2718,385,470
peak2719,14,74
peak2720,66,137
peak2721,18,11
peak2722,59,72
peak2723,93,131
peak2724,102,160
peak2725,217,341
peak2726,195,362
peak2727,4,51
peak2728,63,215
peak2729,3,15
peak2730,5,34
peak2731,9,31
peak2732,2,21
peak2733,26,40
peak2734,7,18
peak2735,36,51
peak2736,54,104
peak2737,31,51
peak2738,10,25
peak2739,133,240
peak2740,83,93
peak2741,32,56
peak2742,6,23
peak2743,20,68
peak2744,172,202
peak2745,17,54
peak2746,81,202
peak2747,161,254
peak2748,252,547
peak2749,2,26
peak2750,151,206
peak2751,125,71
peak2752,133,104
peak2753,109,119
peak2754,61,70
peak2755,14,57
peak2756,4,21
peak2757,33,120
peak2758,7,0
peak2759,64,74
peak2760,52,126
peak2761,68,171
peak2762,53,202
peak2763,7,95
peak2764,22,51
peak2765,50,66
peak2766,9,131
peak2767,188,213
peak2768,23,40
peak2769,13,16
peak2770,21,42
peak2771,59,103
peak2772,8,40
peak2773,121,54
peak2774,4,57
peak2775,67,76
peak2776,21,27
peak2777,177,235
peak2778,158,338
peak2779,41,114
peak2780,14,72
peak2781,21,68
peak2782,48,55
peak2783,19,19
peak2784,72,113
peak2785,1,40
peak2786,2,6
peak2787,2,0
peak2788,0,4
peak2789,4,3
peak2790,3,0
peak2791,2,3
peak2792,4,3
peak2793,5,2
peak2794,4,3
peak2795,3,2
peak2796,17,42
peak2797,24,50
peak2798,87,85
peak2799,42,46
peak2800,26,55
peak2801,27,14
peak2802,6,61
peak2803,19,55
peak2804,14,20
peak2805,60,84
peak2806,30,31
peak2807,34,42
peak2808,20,26
peak2809,44,61
peak2810,38,66
peak2811,12,23
peak2812,59,90
peak2813,80,22
peak2814,38,51
peak2815,55,65
peak2816,44,59
peak2817,169,200
peak2818,97,169
peak2819,2,16
peak2820,101,171
peak2821,46,78
peak2822,27,32
peak2823,123,202
peak2824,95,150
peak2825,19,29
peak2826,19,35
peak2827,55,49
peak2828,72,99
peak2829,66,51
peak2830,146,179
peak2831,48,63
peak2832,18,43
peak2833,3,21
peak2834,40,124
peak2835,31,6
peak2836,79,84
peak2837,60,62
peak2838,108,150
peak2839,50,42
peak2840,149,190
peak2841,63,25
peak2842,31,16
peak2843,46,87
peak2844,21,21
peak2845,52,58
peak2846,29,5
peak2847,15,7
peak2848,36,50
peak2849,40,54
peak2850,38,49
peak2851,56,69
peak2852,66,99
peak2853,56,116
peak2854,61,36
peak2855,148,166
peak2856,31,8
peak2857,36,41
peak2858,60,77
peak2859,0,24
peak2860,57,47
peak2861,48,23
peak2862,6,49
peak2863,5,38
peak2864,58,84
peak2865,17,38
peak2866,42,49
peak2867,21,53
peak2868,28,57
peak2869,143,179
peak2870,19,39
peak2871,49,71
peak2872,20,8
peak2873,29,11
peak2874,25,43
peak2875,212,363
peak2876,55,126
peak2877,94,23
peak2878,12,26
peak2879,45,59
peak2880,123,193
peak2881,16,7
peak2882,79,129
peak2883,87,122
peak2884,125,183
peak2885,31,3
peak2886,110,183
peak2887,65,63
peak2888,28,38
peak2889,59,27
peak2890,174,277
peak2891,80,93
peak2892,23,16
peak2893,95,121
peak2894,8,33
peak2895,111,83
peak2896,110,100
peak2897,38,17
peak2898,83,65
peak2899,24,15
peak2900,25,77
peak2901,6,29
peak2902,6,24
peak2903,18,43
peak2904,57,60
peak2905,68,85
peak2906,1,32
peak2907,36,8
peak2908,28,73
peak2909,16,34
peak2910,8,55
peak2911,29,25
peak2912,6,46
peak2913,30,32
peak2914,21,25
peak2915,64,200
peak2916,19,29
peak2917,15,56
peak2918,38,12
peak2919,85,62
peak2920,114,121
peak2921,53,15
peak2922,0,39
peak2923,128,196
peak2924,16,20
peak2925,8,34
peak2926,17,27
peak2927,26,78
peak2928,13,11
peak2929,23,37
peak2930,32,16
peak2931,2,23
peak2932,6,22
peak2933,16,50
peak2934,14,45
peak2935,39,84
peak2936,59,78
peak2937,25,30
peak2938,42,38
peak2939,43,22
peak2940,53,64
peak2941,13,30
peak2942,125,94
peak2943,7,21
peak2944,30,6
peak2945,43,49
peak2946,134,179
peak2947,17,40
peak2948,34,38
peak2949,29,30
peak2950,39,30
peak2951,22,40
peak2952,279,318
peak2953,15,15
peak2954,22,38
peak2955,11,53
peak2956,4,38
peak2957,15,51
peak2958,42,91
peak2959,30,130
peak2960,21,18
peak2961,52,83
peak2962,105,129
peak2963,17,36
peak2964,35,33
peak2965,53,37
peak2966,31,29
peak2967,51,124
peak2968,244,224
peak2969,104,35
peak2970,105,106
peak2971,10,8
peak2972,110,176
peak2973,154,92
peak2974,24,11
peak2975,39,132
peak2976,8,51
peak2977,39,31
peak2978,70,142
peak2979,28,67
peak2980,8,25
peak2981,135,162
peak2982,40,110
peak2983,6,18
peak2984,28,128
peak2985,108,139
peak2986,85,64
peak2987,93,176
peak2988,97,128
peak2989,48,40
peak2990,100,94
peak2991,15,39
peak2992,88,105
peak2993,27,49
peak2994,51,52
peak2995,14,51
peak2996,15,50
peak2997,28,28
peak2998,14,63
peak2999,87,61
peak3000,14,15
peak3001,141,64
peak3002,57,99
peak3003,36,12
peak3004,9,66
peak3005,94,126
peak3006,74,78
peak3007,48,43
peak3008,16,86
peak3009,47,54
peak3010,11,56
peak3011,5,16
peak3012,4,33
peak3013,23,50
peak3014,54,105
peak3015,12,1
peak3016,2,27
peak3017,5,27
peak3018,35,68
peak3019,153,175
peak3020,3,23
peak3021,18,53
peak3022,29,37
peak3023,2,29
peak3024,105,176
peak3025,32,67
peak3026,118,173
peak3027,85,92
peak3028,13,52
peak3029,78,115
peak3030,32,54
peak3031,45,63
peak3032,55,49
peak3033,8,35
peak3034,200,309
peak3035,87,99
peak3036,64,113
peak3037,45,72
peak3038,61,56
peak3039,91,107
peak3040,61,40
peak3041,214,264
peak3042,51,33
peak3043,101,148
peak3044,88,89
peak3045,96,132
peak3046,121,106
peak3047,7,26
peak3048,57,40
peak3049,26,12
peak3050,23,10
peak3051,20,18
peak3052,30,37
peak3053,29,68
peak3054,65,62
peak3055,29,71
peak3056,23,37
peak3057,53,58
